  Matrix elements < ab | V | cd> in mscheme
 Legend: a  b  c  d and  < ab | V | cd>
   2  21  13  10     0.388810E-01
   2  21  14   1     -.363744E+00
   2  21  14   5     -.210324E+00
   2  21  14   9     -.388810E-01
   2  21  17   2     0.489267E+00
   2  21  17   6     0.167948E+00
   2  21  18   1     -.489267E+00
   2  21  18   5     -.167948E+00
   2  21  21   2     0.509175E+00
   2  21  22   1     -.509175E+00
   5   2   1   2     -.184611E+01
   5   2   1   6     -.191476E+01
   5   2   1  10     -.113668E+01
   5   2   1  14     -.522785E+00
   5   2   1  18     -.189479E+00
   5   2   1  22     -.429497E-01
   5   2   2   1     0.184611E+01
   5   2   2   5     0.191476E+01
   5   2   2   9     0.113668E+01
   5   2   2  13     0.522785E+00
   5   2   2  17     0.189479E+00
   5   2   2  21     0.429497E-01
   5   2   5   2     -.191476E+01
   5   2   5   6     -.844547E+00
   5   2   5  10     -.517485E+00
   5   2   5  14     -.269544E+00
   5   2   5  18     -.776685E-01
   5   2   6   1     0.191476E+01
   5   2   6   5     0.844547E+00
   5   2   6   9     0.517485E+00
   5   2   6  13     0.269544E+00
   5   2   6  17     0.776685E-01
   5   2   9   2     -.113668E+01
   5   2   9   6     -.517485E+00
   5   2   9  10     -.203748E+00
   5   2   9  14     -.465866E-01
   5   2  10   1     0.113668E+01
   5   2  10   5     0.517485E+00
   5   2  10   9     0.203748E+00
   5   2  10  13     0.465866E-01
   5   2  13   2     -.522785E+00
   5   2  13   6     -.269544E+00
   5   2  13  10     -.465866E-01
   5   2  14   1     0.522785E+00
   5   2  14   5     0.269544E+00
   5   2  14   9     0.465866E-01
   5   2  17   2     -.189479E+00
   5   2  17   6     -.776685E-01
   5   2  18   1     0.189479E+00
   5   2  18   5     0.776685E-01
   5   2  21   2     -.429497E-01
   5   2  22   1     0.429497E-01
   5   6   1   2     -.118538E+01
   5   6   1   6     -.844547E+00
   5   6   1  10     -.857148E+00
   5   6   1  14     -.624809E+00
   5   6   1  18     -.334056E+00
   5   6   1  22     -.121255E+00
   5   6   2   1     0.118538E+01
   5   6   2   5     0.844547E+00
   5   6   2   9     0.857148E+00
   5   6   2  13     0.624809E+00
   5   6   2  17     0.334056E+00
   5   6   2  21     0.121255E+00
   5   6   5   2     -.844547E+00
   5   6   5   6     -.158952E+01
   5   6   5  10     -.733454E+00
   5   6   5  14     -.267269E+00
   5   6   5  18     -.664987E-01
   5   6   6   1     0.844547E+00
   5   6   6   5     0.158952E+01
   5   6   6   9     0.733454E+00
   5   6   6  13     0.267269E+00
   5   6   6  17     0.664987E-01
   5   6   9   2     -.857148E+00
   5   6   9   6     -.733454E+00
   5   6   9  10     -.589632E+00
   5   6   9  14     -.261723E+00
   5   6  10   1     0.857148E+00
   5   6  10   5     0.733454E+00
   5   6  10   9     0.589632E+00
   5   6  10  13     0.261723E+00
   5   6  13   2     -.624809E+00
   5   6  13   6     -.267269E+00
   5   6  13  10     -.261723E+00
   5   6  14   1     0.624809E+00
   5   6  14   5     0.267269E+00
   5   6  14   9     0.261723E+00
   5   6  17   2     -.334056E+00
   5   6  17   6     -.664987E-01
   5   6  18   1     0.334056E+00
   5   6  18   5     0.664987E-01
   5   6  21   2     -.121255E+00
   5   6  22   1     0.121255E+00
   5  10   1   2     -.511731E+00
   5  10   1   6     -.517485E+00
   5  10   1  10     -.453271E+00
   5  10   1  14     -.445327E+00
   5  10   1  18     -.350230E+00
   5  10   1  22     -.202250E+00
   5  10   2   1     0.511731E+00
   5  10   2   5     0.517485E+00
   5  10   2   9     0.453271E+00
   5  10   2  13     0.445327E+00
   5  10   2  17     0.350230E+00
   5  10   2  21     0.202250E+00
   5  10   5   2     -.517485E+00
   5  10   5   6     -.733454E+00
   5  10   5  10     -.906355E+00
   5  10   5  14     -.508995E+00
   5  10   5  18     -.179177E+00
   5  10   6   1     0.517485E+00
   5  10   6   5     0.733454E+00
   5  10   6   9     0.906355E+00
   5  10   6  13     0.508995E+00
   5  10   6  17     0.179177E+00
   5  10   9   2     -.453271E+00
   5  10   9   6     -.906355E+00
   5  10   9  10     -.472704E+00
   5  10   9  14     -.320663E+00
   5  10  10   1     0.453271E+00
   5  10  10   5     0.906355E+00
   5  10  10   9     0.472704E+00
   5  10  10  13     0.320663E+00
   5  10  13   2     -.445327E+00
   5  10  13   6     -.508995E+00
   5  10  13  10     -.320663E+00
   5  10  14   1     0.445327E+00
   5  10  14   5     0.508995E+00
   5  10  14   9     0.320663E+00
   5  10  17   2     -.350230E+00
   5  10  17   6     -.179177E+00
   5  10  18   1     0.350230E+00
   5  10  18   5     0.179177E+00
   5  10  21   2     -.202250E+00
   5  10  22   1     0.202250E+00
   5  14   1   2     -.137998E+00
   5  14   1   6     -.269544E+00
   5  14   1  10     -.282725E+00
   5  14   1  14     -.268095E+00
   5  14   1  18     -.258125E+00
   5  14   1  22     -.210324E+00
   5  14   2   1     0.137998E+00
   5  14   2   5     0.269544E+00
   5  14   2   9     0.282725E+00
   5  14   2  13     0.268095E+00
   5  14   2  17     0.258125E+00
   5  14   2  21     0.210324E+00
   5  14   5   2     -.269544E+00
   5  14   5   6     -.267269E+00
   5  14   5  10     -.508995E+00
   5  14   5  14     -.573730E+00
   5  14   5  18     -.361770E+00
   5  14   6   1     0.269544E+00
   5  14   6   5     0.267269E+00
   5  14   6   9     0.508995E+00
   5  14   6  13     0.573730E+00
   5  14   6  17     0.361770E+00
   5  14   9   2     -.282725E+00
   5  14   9   6     -.508995E+00
   5  14   9  10     -.508252E+00
   5  14   9  14     -.285013E+00
   5  14  10   1     0.282725E+00
   5  14  10   5     0.508995E+00
   5  14  10   9     0.508252E+00
   5  14  10  13     0.285013E+00
   5  14  13   2     -.268095E+00
   5  14  13   6     -.573730E+00
   5  14  13  10     -.285013E+00
   5  14  14   1     0.268095E+00
   5  14  14   5     0.573730E+00
   5  14  14   9     0.285013E+00
   5  14  17   2     -.258125E+00
   5  14  17   6     -.361770E+00
   5  14  18   1     0.258125E+00
   5  14  18   5     0.361770E+00
   5  14  21   2     -.210324E+00
   5  14  22   1     0.210324E+00
   5  18   1   2     0.143986E-01
   5  18   1   6     -.776685E-01
   5  18   1  10     -.168162E+00
   5  18   1  14     -.182706E+00
   5  18   1  18     -.176444E+00
   5  18   1  22     -.167948E+00
   5  18   2   1     -.143986E-01
   5  18   2   5     0.776685E-01
   5  18   2   9     0.168162E+00
   5  18   2  13     0.182706E+00
   5  18   2  17     0.176444E+00
   5  18   2  21     0.167948E+00
   5  18   5   2     -.776685E-01
   5  18   5   6     -.664987E-01
   5  18   5  10     -.179177E+00
   5  18   5  14     -.361770E+00
   5  18   5  18     -.399122E+00
   5  18   6   1     0.776685E-01
   5  18   6   5     0.664987E-01
   5  18   6   9     0.179177E+00
   5  18   6  13     0.361770E+00
   5  18   6  17     0.399122E+00
   5  18   9   2     -.168162E+00
   5  18   9   6     -.179177E+00
   5  18   9  10     -.332416E+00
   5  18   9  14     -.293265E+00
   5  18  10   1     0.168162E+00
   5  18  10   5     0.179177E+00
   5  18  10   9     0.332416E+00
   5  18  10  13     0.293265E+00
   5  18  13   2     -.182706E+00
   5  18  13   6     -.361770E+00
   5  18  13  10     -.293265E+00
   5  18  14   1     0.182706E+00
   5  18  14   5     0.361770E+00
   5  18  14   9     0.293265E+00
   5  18  17   2     -.176444E+00
   5  18  17   6     -.399122E+00
   5  18  18   1     0.176444E+00
   5  18  18   5     0.399122E+00
   5  18  21   2     -.167948E+00
   5  18  22   1     0.167948E+00
   6   1   1   2     0.184611E+01
   6   1   1   6     0.191476E+01
   6   1   1  10     0.113668E+01
   6   1   1  14     0.522785E+00
   6   1   1  18     0.189479E+00
   6   1   1  22     0.429497E-01
   6   1   2   1     -.184611E+01
   6   1   2   5     -.191476E+01
   6   1   2   9     -.113668E+01
   6   1   2  13     -.522785E+00
   6   1   2  17     -.189479E+00
   6   1   2  21     -.429497E-01
   6   1   5   2     0.191476E+01
   6   1   5   6     0.844547E+00
   6   1   5  10     0.517485E+00
   6   1   5  14     0.269544E+00
   6   1   5  18     0.776685E-01
   6   1   6   1     -.191476E+01
   6   1   6   5     -.844547E+00
   6   1   6   9     -.517485E+00
   6   1   6  13     -.269544E+00
   6   1   6  17     -.776685E-01
   6   1   9   2     0.113668E+01
   6   1   9   6     0.517485E+00
   6   1   9  10     0.203748E+00
   6   1   9  14     0.465866E-01
   6   1  10   1     -.113668E+01
   6   1  10   5     -.517485E+00
   6   1  10   9     -.203748E+00
   6   1  10  13     -.465866E-01
   6   1  13   2     0.522785E+00
   6   1  13   6     0.269544E+00
   6   1  13  10     0.465866E-01
   6   1  14   1     -.522785E+00
   6   1  14   5     -.269544E+00
   6   1  14   9     -.465866E-01
   6   1  17   2     0.189479E+00
   6   1  17   6     0.776685E-01
   6   1  18   1     -.189479E+00
   6   1  18   5     -.776685E-01
   6   1  21   2     0.429497E-01
   6   1  22   1     -.429497E-01
   6   5   1   2     0.118538E+01
   6   5   1   6     0.844547E+00
   6   5   1  10     0.857148E+00
   6   5   1  14     0.624809E+00
   6   5   1  18     0.334056E+00
   6   5   1  22     0.121255E+00
   6   5   2   1     -.118538E+01
   6   5   2   5     -.844547E+00
   6   5   2   9     -.857148E+00
   6   5   2  13     -.624809E+00
   6   5   2  17     -.334056E+00
   6   5   2  21     -.121255E+00
   6   5   5   2     0.844547E+00
   6   5   5   6     0.158952E+01
   6   5   5  10     0.733454E+00
   6   5   5  14     0.267269E+00
   6   5   5  18     0.664987E-01
   6   5   6   1     -.844547E+00
   6   5   6   5     -.158952E+01
   6   5   6   9     -.733454E+00
   6   5   6  13     -.267269E+00
   6   5   6  17     -.664987E-01
   6   5   9   2     0.857148E+00
   6   5   9   6     0.733454E+00
   6   5   9  10     0.589632E+00
   6   5   9  14     0.261723E+00
   6   5  10   1     -.857148E+00
   6   5  10   5     -.733454E+00
   6   5  10   9     -.589632E+00
   6   5  10  13     -.261723E+00
   6   5  13   2     0.624809E+00
   6   5  13   6     0.267269E+00
   6   5  13  10     0.261723E+00
   6   5  14   1     -.624809E+00
   6   5  14   5     -.267269E+00
   6   5  14   9     -.261723E+00
   6   5  17   2     0.334056E+00
   6   5  17   6     0.664987E-01
   6   5  18   1     -.334056E+00
   6   5  18   5     -.664987E-01
   6   5  21   2     0.121255E+00
   6   5  22   1     -.121255E+00
   6   9   1   2     0.511731E+00
   6   9   1   6     0.517485E+00
   6   9   1  10     0.453271E+00
   6   9   1  14     0.445327E+00
   6   9   1  18     0.350230E+00
   6   9   1  22     0.202250E+00
   6   9   2   1     -.511731E+00
   6   9   2   5     -.517485E+00
   6   9   2   9     -.453271E+00
   6   9   2  13     -.445327E+00
   6   9   2  17     -.350230E+00
   6   9   2  21     -.202250E+00
   6   9   5   2     0.517485E+00
   6   9   5   6     0.733454E+00
   6   9   5  10     0.906355E+00
   6   9   5  14     0.508995E+00
   6   9   5  18     0.179177E+00
   6   9   6   1     -.517485E+00
   6   9   6   5     -.733454E+00
   6   9   6   9     -.906355E+00
   6   9   6  13     -.508995E+00
   6   9   6  17     -.179177E+00
   6   9   9   2     0.453271E+00
   6   9   9   6     0.906355E+00
   6   9   9  10     0.472704E+00
   6   9   9  14     0.320663E+00
   6   9  10   1     -.453271E+00
   6   9  10   5     -.906355E+00
   6   9  10   9     -.472704E+00
   6   9  10  13     -.320663E+00
   6   9  13   2     0.445327E+00
   6   9  13   6     0.508995E+00
   6   9  13  10     0.320663E+00
   6   9  14   1     -.445327E+00
   6   9  14   5     -.508995E+00
   6   9  14   9     -.320663E+00
   6   9  17   2     0.350230E+00
   6   9  17   6     0.179177E+00
   6   9  18   1     -.350230E+00
   6   9  18   5     -.179177E+00
   6   9  21   2     0.202250E+00
   6   9  22   1     -.202250E+00
   6  13   1   2     0.137998E+00
   6  13   1   6     0.269544E+00
   6  13   1  10     0.282725E+00
   6  13   1  14     0.268095E+00
   6  13   1  18     0.258125E+00
   6  13   1  22     0.210324E+00
   6  13   2   1     -.137998E+00
   6  13   2   5     -.269544E+00
   6  13   2   9     -.282725E+00
   6  13   2  13     -.268095E+00
   6  13   2  17     -.258125E+00
   6  13   2  21     -.210324E+00
   6  13   5   2     0.269544E+00
   6  13   5   6     0.267269E+00
   6  13   5  10     0.508995E+00
   6  13   5  14     0.573730E+00
   6  13   5  18     0.361770E+00
   6  13   6   1     -.269544E+00
   6  13   6   5     -.267269E+00
   6  13   6   9     -.508995E+00
   6  13   6  13     -.573730E+00
   6  13   6  17     -.361770E+00
   6  13   9   2     0.282725E+00
   6  13   9   6     0.508995E+00
   6  13   9  10     0.508252E+00
   6  13   9  14     0.285013E+00
   6  13  10   1     -.282725E+00
   6  13  10   5     -.508995E+00
   6  13  10   9     -.508252E+00
   6  13  10  13     -.285013E+00
   6  13  13   2     0.268095E+00
   6  13  13   6     0.573730E+00
   6  13  13  10     0.285013E+00
   6  13  14   1     -.268095E+00
   6  13  14   5     -.573730E+00
   6  13  14   9     -.285013E+00
   6  13  17   2     0.258125E+00
   6  13  17   6     0.361770E+00
   6  13  18   1     -.258125E+00
   6  13  18   5     -.361770E+00
   6  13  21   2     0.210324E+00
   6  13  22   1     -.210324E+00
   6  17   1   2     -.143986E-01
   6  17   1   6     0.776685E-01
   6  17   1  10     0.168162E+00
   6  17   1  14     0.182706E+00
   6  17   1  18     0.176444E+00
   6  17   1  22     0.167948E+00
   6  17   2   1     0.143986E-01
   6  17   2   5     -.776685E-01
   6  17   2   9     -.168162E+00
   6  17   2  13     -.182706E+00
   6  17   2  17     -.176444E+00
   6  17   2  21     -.167948E+00
   6  17   5   2     0.776685E-01
   6  17   5   6     0.664987E-01
   6  17   5  10     0.179177E+00
   6  17   5  14     0.361770E+00
   6  17   5  18     0.399122E+00
   6  17   6   1     -.776685E-01
   6  17   6   5     -.664987E-01
   6  17   6   9     -.179177E+00
   6  17   6  13     -.361770E+00
   6  17   6  17     -.399122E+00
   6  17   9   2     0.168162E+00
   6  17   9   6     0.179177E+00
   6  17   9  10     0.332416E+00
   6  17   9  14     0.293265E+00
   6  17  10   1     -.168162E+00
   6  17  10   5     -.179177E+00
   6  17  10   9     -.332416E+00
   6  17  10  13     -.293265E+00
   6  17  13   2     0.182706E+00
   6  17  13   6     0.361770E+00
   6  17  13  10     0.293265E+00
   6  17  14   1     -.182706E+00
   6  17  14   5     -.361770E+00
   6  17  14   9     -.293265E+00
   6  17  17   2     0.176444E+00
   6  17  17   6     0.399122E+00
   6  17  18   1     -.176444E+00
   6  17  18   5     -.399122E+00
   6  17  21   2     0.167948E+00
   6  17  22   1     -.167948E+00
   9   2   1   2     -.649258E+00
   9   2   1   6     -.113668E+01
   9   2   1  10     -.111397E+01
   9   2   1  14     -.770775E+00
   9   2   1  18     -.421114E+00
   9   2   1  22     -.182769E+00
   9   2   2   1     0.649258E+00
   9   2   2   5     0.113668E+01
   9   2   2   9     0.111397E+01
   9   2   2  13     0.770775E+00
   9   2   2  17     0.421114E+00
   9   2   2  21     0.182769E+00
   9   2   5   2     -.113668E+01
   9   2   5   6     -.857148E+00
   9   2   5  10     -.453271E+00
   9   2   5  14     -.282725E+00
   9   2   5  18     -.168162E+00
   9   2   6   1     0.113668E+01
   9   2   6   5     0.857148E+00
   9   2   6   9     0.453271E+00
   9   2   6  13     0.282725E+00
   9   2   6  17     0.168162E+00
   9   2   9   2     -.111397E+01
   9   2   9   6     -.453271E+00
   9   2   9  10     -.187890E+00
   9   2   9  14     -.456498E-01
   9   2  10   1     0.111397E+01
   9   2  10   5     0.453271E+00
   9   2  10   9     0.187890E+00
   9   2  10  13     0.456498E-01
   9   2  13   2     -.770775E+00
   9   2  13   6     -.282725E+00
   9   2  13  10     -.456498E-01
   9   2  14   1     0.770775E+00
   9   2  14   5     0.282725E+00
   9   2  14   9     0.456498E-01
   9   2  17   2     -.421114E+00
   9   2  17   6     -.168162E+00
   9   2  18   1     0.421114E+00
   9   2  18   5     0.168162E+00
   9   2  21   2     -.182769E+00
   9   2  22   1     0.182769E+00
   9   6   1   2     -.511731E+00
   9   6   1   6     -.517485E+00
   9   6   1  10     -.453271E+00
   9   6   1  14     -.445327E+00
   9   6   1  18     -.350230E+00
   9   6   1  22     -.202250E+00
   9   6   2   1     0.511731E+00
   9   6   2   5     0.517485E+00
   9   6   2   9     0.453271E+00
   9   6   2  13     0.445327E+00
   9   6   2  17     0.350230E+00
   9   6   2  21     0.202250E+00
   9   6   5   2     -.517485E+00
   9   6   5   6     -.733454E+00
   9   6   5  10     -.906355E+00
   9   6   5  14     -.508995E+00
   9   6   5  18     -.179177E+00
   9   6   6   1     0.517485E+00
   9   6   6   5     0.733454E+00
   9   6   6   9     0.906355E+00
   9   6   6  13     0.508995E+00
   9   6   6  17     0.179177E+00
   9   6   9   2     -.453271E+00
   9   6   9   6     -.906355E+00
   9   6   9  10     -.472704E+00
   9   6   9  14     -.320663E+00
   9   6  10   1     0.453271E+00
   9   6  10   5     0.906355E+00
   9   6  10   9     0.472704E+00
   9   6  10  13     0.320663E+00
   9   6  13   2     -.445327E+00
   9   6  13   6     -.508995E+00
   9   6  13  10     -.320663E+00
